Exp,Site,Hole,Core,CoreType,Section,TopOffset,BottomOffset,Depth,Data
1,1,A,4,Z,1,79.0,79.0,3.79,25.614
1,1,A,4,Z,1,80.0,80.0,3.8,74.659
1,1,A,4,Z,1,81.0,81.0,3.81,65.218
1,1,A,4,Z,1,82.0,82.0,3.82,84.69
1,1,A,4,Z,1,83.0,83.0,3.83,90.86
1,1,A,4,Z,1,84.0,84.0,3.84,79.087
1,1,A,4,Z,1,85.0,85.0,3.85,14.426
1,1,A,4,Z,1,86.0,86.0,3.86,3.575
1,1,A,4,Z,1,87.0,87.0,3.87,28.015
1,1,A,4,Z,1,88.0,88.0,3.88,55.233
1,1,A,4,Z,1,89.0,89.0,3.89,72.833
1,1,A,4,Z,1,90.0,90.0,3.9,60.364
1,1,A,4,Z,1,91.0,91.0,3.91,30.443
1,1,A,4,Z,1,92.0,92.0,3.92,26.832
1,1,A,4,Z,1,93.0,93.0,3.93,13.822
1,1,A,4,Z,1,94.0,94.0,3.94,14.261
1,1,A,4,Z,1,95.0,95.0,3.95,31.14
1,1,A,4,Z,1,96.0,96.0,3.96,71.668
1,1,A,4,Z,1,97.0,97.0,3.97,54.077
1,1,A,4,Z,1,98.0,98.0,3.98,41.758
1,1,A,4,Z,1,99.0,99.0,3.99,54.386
